Volcano,Event,Magnitude,VEI,SampleID,SampleObservationID,IGSN,Location,Latitude,Longitude,Authors,DOI,TypeOfRegister,TypeOfAnalysis,AnalyzedMaterial,AnalyticalTechnique,TypeOfSection,SectionID,SubSectionID,SubSection_DistanceFromTop_cm,HistoricalAge,RadiocarbonAge,RadiocarbonAgeError,RadiocarbonLabCode,StratigraphicPosition,Ar40Ar39_Age,Ar40Ar39_Age_Error,DepositColor,DepositThickness_cm,GrainSize_min,GrainSize_max,SiO2,TiO2,Al2O3,FeO,Fe2O3,Fe2O3T,FeOT,MnO,MgO,CaO,Na2O,K2O,P2O5,Cl,LOI,Total,SiO2_normalized,TiO2_normalized,Al2O3_normalized,FeOT_normalized,MnO_normalized,MgO_normalized,CaO_normalized,Na2O_normalized,K2O_normalized,P2O5_normalized,Cl_normalized,Total_normalization,Rb,Sr,Y,Zr,Nb,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,Pb,Th,U,La_Yb,Zr_Nb,Sr87_Sr86,Sr87_Sr86_2SE,Nd143_Nd144,Nd143_Nd144_2SE,MeasurementRun,Comments,Flag,FlagDescription
Chaitén,Cha1,,,9J13S5-T2,13-05-30-13,,Cholgo,-42.07583333,-72.44861111,"Alloway et al., 2017a",https://doi.org/10.1016/j.quascirev.2017.05.011,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,Cholgo,9J13S5-T2,,,,,,,,,,,,,73.96764,0.089,13.424992,,,,1.351728,0.204,0.07,1.166409,3.82785,2.877056,,0.087,,97.065675,76.20370435,0.091690497,13.83083361,1.39259115,0.210166982,0.072116121,1.2016699,3.943567075,2.964030282,,0.089630037,97.065675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19-Abr-13,,Geochemistry_Issue,"The data is published normalized in the original publication. The original analytical total was not directly published by the authors, however they publish H2O ""by difference"". H2O is not analyzed by EMP, thus the original analytical total can be obtained as 100- reported H2O. This is the analytical total here reported."
Chaitén,Cha1,,,9J13S5-T2,13-05-30-14,,Cholgo,-42.07583333,-72.44861111,"Alloway et al., 2017a",https://doi.org/10.1016/j.quascirev.2017.05.011,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,Cholgo,9J13S5-T2,,,,,,,,,,,,,75.102906,0.073,13.654942,,,,1.541232,0.198,0.035,1.153656,3.764982,3.01834,,0.091,,98.633058,76.14374686,0.074011697,13.84418397,1.562591723,0.200744055,0.03548506,1.16964436,3.817160368,3.060170759,,0.092261156,98.633058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19-Abr-13,,Geochemistry_Issue,"The data is published normalized in the original publication. The original analytical total was not directly published by the authors, however they publish H2O ""by difference"". H2O is not analyzed by EMP, thus the original analytical total can be obtained as 100- reported H2O. This is the analytical total here reported."
Chaitén,Cha1,,,9J13S5-T2,13-05-30-15,,Cholgo,-42.07583333,-72.44861111,"Alloway et al., 2017a",https://doi.org/10.1016/j.quascirev.2017.05.011,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,Cholgo,9J13S5-T2,,,,,,,,,,,,,74.40852,0.073,13.45463,,,,1.404144,0.19,0.075,1.182105,3.845088,2.905708,,0.104,,97.642195,76.20529219,0.07476276,13.77952431,1.438050425,0.194588006,0.076811055,1.210649761,3.937936872,2.975873289,,0.106511329,97.642195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19-Abr-13,,Geochemistry_Issue,"The data is published normalized in the original publication. The original analytical total was not directly published by the authors, however they publish H2O ""by difference"". H2O is not analyzed by EMP, thus the original analytical total can be obtained as 100- reported H2O. This is the analytical total here reported."
Chaitén,Cha1,,,9J13S5-T2,13-05-30-16,,Cholgo,-42.07583333,-72.44861111,"Alloway et al., 2017a",https://doi.org/10.1016/j.quascirev.2017.05.011,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,Cholgo,9J13S5-T2,,,,,,,,,,,,,73.734174,0.098,13.525148,,,,1.400112,0.211,0.099,1.164447,3.743688,3.041064,,0.082,,97.098633,75.93739656,0.1009283,13.92928776,1.44194821,0.21730481,0.101958181,1.199241394,3.855551705,3.131932867,,0.084450211,97.098633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19-Abr-13,,Geochemistry_Issue,"The data is published normalized in the original publication. The original analytical total was not directly published by the authors, however they publish H2O ""by difference"". H2O is not analyzed by EMP, thus the original analytical total can be obtained as 100- reported H2O. This is the analytical total here reported."
Chaitén,Cha1,,,9J13S5-T2,13-05-30-17,,Cholgo,-42.07583333,-72.44861111,"Alloway et al., 2017a",https://doi.org/10.1016/j.quascirev.2017.05.011,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,Cholgo,9J13S5-T2,,,,,,,,,,,,,73.542792,0.08,13.382068,,,,1.197504,0.205,0.011,1.09872,3.66054,2.8405,,0.079,,96.097124,76.52964932,0.08324911,13.92556556,1.246139271,0.213325843,0.011446753,1.14334327,3.809208692,2.955863695,,0.082208496,96.097124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19-Abr-13,,Geochemistry_Issue,"The data is published normalized in the original publication. The original analytical total was not directly published by the authors, however they publish H2O ""by difference"". H2O is not analyzed by EMP, thus the original analytical total can be obtained as 100- reported H2O. This is the analytical total here reported."
Chaitén,Cha1,,,9J13S5-T2,13-05-30-18,,Cholgo,-42.07583333,-72.44861111,"Alloway et al., 2017a",https://doi.org/10.1016/j.quascirev.2017.05.011,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,Cholgo,9J13S5-T2,,,,,,,,,,,,,73.5468,0.093,13.379002,,,,1.20456,0.176,0.093,1.134036,3.910998,2.942264,,0.083,,96.56266,76.16484467,0.09631052,13.85525419,1.24743871,0.18226507,0.09631052,1.174404268,4.050217755,3.046999741,,0.08595455,96.56266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19-Abr-13,,Geochemistry_Issue,"The data is published normalized in the original publication. The original analytical total was not directly published by the authors, however they publish H2O ""by difference"". H2O is not analyzed by EMP, thus the original analytical total can be obtained as 100- reported H2O. This is the analytical total here reported."
Chaitén,Cha1,,,9J13S5-T2,13-05-30-2,,Cholgo,-42.07583333,-72.44861111,"Alloway et al., 2017a",https://doi.org/10.1016/j.quascirev.2017.05.011,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,Cholgo,9J13S5-T2,,,,,,,,,,,,,73.377462,0.109,13.302352,,,,1.298304,0.19,0.022,1.198782,3.806556,2.760472,,0.079,,96.143928,76.32043284,0.113371694,13.83587323,1.35037545,0.197620384,0.02288236,1.246861892,3.959226629,2.871187039,,0.082168476,96.143928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19-Abr-13,,Geochemistry_Issue,"The data is published normalized in the original publication. The original analytical total was not directly published by the authors, however they publish H2O ""by difference"". H2O is not analyzed by EMP, thus the original analytical total can be obtained as 100- reported H2O. This is the analytical total here reported."
Chaitén,Cha1,,,9J13S5-T2,13-05-30-3,,Cholgo,-42.07583333,-72.44861111,"Alloway et al., 2017a",https://doi.org/10.1016/j.quascirev.2017.05.011,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,Cholgo,9J13S5-T2,,,,,,,,,,,,,74.604912,0.106,13.453608,,,,1.314432,0.19,0.088,1.153656,3.839004,2.88496,,0.091,,97.725572,76.3412385,0.108467004,13.76672218,1.345023593,0.194421988,0.090048079,1.180505753,3.928351527,2.952103468,,0.0931179,97.725572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19-Abr-13,,Geochemistry_Issue,"The data is published normalized in the original publication. The original analytical total was not directly published by the authors, however they publish H2O ""by difference"". H2O is not analyzed by EMP, thus the original analytical total can be obtained as 100- reported H2O. This is the analytical total here reported."
Chaitén,Cha1,,,9J13S5-T2,13-05-30-4,,Cholgo,-42.07583333,-72.44861111,"Alloway et al., 2017a",https://doi.org/10.1016/j.quascirev.2017.05.011,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,Cholgo,9J13S5-T2,,,,,,,,,,,,,74.133972,0.106,13.26045,,,,1.203552,0.199,0.086,1.086948,3.583476,2.864212,,0.087,,96.61061,76.73481412,0.109718798,13.72566636,1.245776214,0.205981517,0.089017138,1.125081396,3.709195087,2.964697149,,0.090052221,96.61061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19-Abr-13,,Geochemistry_Issue,"The data is published normalized in the original publication. The original analytical total was not directly published by the authors, however they publish H2O ""by difference"". H2O is not analyzed by EMP, thus the original analytical total can be obtained as 100- reported H2O. This is the analytical total here reported."
Chaitén,Cha1,,,9J13S5-T2,13-05-30-5,,Cholgo,-42.07583333,-72.44861111,"Alloway et al., 2017a",https://doi.org/10.1016/j.quascirev.2017.05.011,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,Cholgo,9J13S5-T2,,,,,,,,,,,,,74.03277,0.082,12.628854,,,,1.533168,0.305,0.118,0.967266,3.505398,3.17148,,0.085,,96.428936,76.77443418,0.085036716,13.09653982,1.589945989,0.3162951,0.122369908,1.003086874,3.635213812,3.288929788,,0.088147815,96.428936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19-Abr-13,,Geochemistry_Issue,"The data is published normalized in the original publication. The original analytical total was not directly published by the authors, however they publish H2O ""by difference"". H2O is not analyzed by EMP, thus the original analytical total can be obtained as 100- reported H2O. This is the analytical total here reported."
Chaitén,Cha1,,,9J13S5-T2,13-05-30-6,,Cholgo,-42.07583333,-72.44861111,"Alloway et al., 2017a",https://doi.org/10.1016/j.quascirev.2017.05.011,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,Cholgo,9J13S5-T2,,,,,,,,,,,,,74.886474,0.13,13.48018,,,,1.450512,0.173,0.045,1.176219,3.875508,2.999568,,0.085,,98.301461,76.18042828,0.132246254,13.71310239,1.475575221,0.175989246,0.04577755,1.196542745,3.942472432,3.051397171,,0.086468705,98.301461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19-Abr-13,,Geochemistry_Issue,"The data is published normalized in the original publication. The original analytical total was not directly published by the authors, however they publish H2O ""by difference"". H2O is not analyzed by EMP, thus the original analytical total can be obtained as 100- reported H2O. This is the analytical total here reported."
Chaitén,Cha1,,,9J13S5-T2,13-05-30-8,,Cholgo,-42.07583333,-72.44861111,"Alloway et al., 2017a",https://doi.org/10.1016/j.quascirev.2017.05.011,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,Cholgo,9J13S5-T2,,,,,,,,,,,,,73.423554,0.124,13.15314,,,,1.137024,0.156,0.072,1.145808,3.547986,2.890888,,0.081,,95.7314,76.69746186,0.129529078,13.73962984,1.18772315,0.162955937,0.075210433,1.196898823,3.706188356,3.01979079,,0.084611737,95.7314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19-Abr-13,,Geochemistry_Issue,"The data is published normalized in the original publication. The original analytical total was not directly published by the authors, however they publish H2O ""by difference"". H2O is not analyzed by EMP, thus the original analytical total can be obtained as 100- reported H2O. This is the analytical total here reported."
Chaitén,Cha1,,,9J13S5-T2,13-05-30-9,,Cholgo,-42.07583333,-72.44861111,"Alloway et al., 2017a",https://doi.org/10.1016/j.quascirev.2017.05.011,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,Cholgo,9J13S5-T2,,,,,,,,,,,,,74.762226,0.071,13.34221,,,,1.317456,0.183,0.081,1.112454,3.7518,2.962024,,0.088,,97.67117,76.54482484,0.072692894,13.660336,1.348868863,0.187363374,0.08293133,1.138978882,3.84125633,3.032649245,,0.090098235,97.67117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19-Abr-13,,Geochemistry_Issue,"The data is published normalized in the original publication. The original analytical total was not directly published by the authors, however they publish H2O ""by difference"". H2O is not analyzed by EMP, thus the original analytical total can be obtained as 100- reported H2O. This is the analytical total here reported."
Chaitén,Cha1,,,9J13S5-T2,13-05-6-01,,Cholgo,-42.07583333,-72.44861111,"Alloway et al., 2017a",https://doi.org/10.1016/j.quascirev.2017.05.011,Pyroclastic material,Micro Analytical,Glass shards,LA-ICP-MS,Outcrop,Cholgo,9J13S5-T2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.8092694,153.2230142,14.5425976,90.15050235,10.39106751,6.693385061,705.3765618,28.32623084,54.04902257,6.055063891,26.02121602,4.960191889,0.332299674,3.147349873,0.29132031,1.850814761,0.498464798,1.425203365,0.271342232,1.123183054,0.296380973,3.331890602,0.901228254,38.09439472,15.04736575,4.713110863,25.21960311,8.675769093,,,,,AllowayMay2014,,,
Chaitén,Cha1,,,9J13S5-T2,13-05-6-02,,Cholgo,-42.07583333,-72.44861111,"Alloway et al., 2017a",https://doi.org/10.1016/j.quascirev.2017.05.011,Pyroclastic material,Micro Analytical,Glass shards,LA-ICP-MS,Outcrop,Cholgo,9J13S5-T2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.8803719,156.5006085,14.48837269,80.72244332,10.88422451,6.294427013,670.6694596,26.91109815,53.51207199,5.338796291,19.89035384,3.140916186,0.919169229,1.254687803,0.512993163,2.895708361,0.482157104,0.602067067,0.368461779,1.008871672,0.419369581,2.239891371,1.227210927,34.67537246,14.94773295,4.602052645,26.67445117,7.416462537,,,,,AllowayMay2014,,,
Chaitén,Cha1,,,9J13S5-T2,13-05-6-03,,Cholgo,-42.07583333,-72.44861111,"Alloway et al., 2017a",https://doi.org/10.1016/j.quascirev.2017.05.011,Pyroclastic material,Micro Analytical,Glass shards,LA-ICP-MS,Outcrop,Cholgo,9J13S5-T2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.6730786,160.6575573,16.64518056,84.40885328,11.65056316,7.591677923,687.5998526,29.38980826,54.8883814,5.281775475,22.00529763,3.540113438,0.497594205,2.527585947,0.445682644,3.423331704,0.569012823,1.991507087,0.446619395,2.366093852,0.314661416,3.814796778,1.19582001,43.94185617,15.74367967,4.40887813,12.42123521,7.245044906,,,,,AllowayMay2014,,,
Chaitén,Cha1,,,9J13S5-T2,13-05-6-04,,Cholgo,-42.07583333,-72.44861111,"Alloway et al., 2017a",https://doi.org/10.1016/j.quascirev.2017.05.011,Pyroclastic material,Micro Analytical,Glass shards,LA-ICP-MS,Outcrop,Cholgo,9J13S5-T2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.5026445,154.3997477,14.65345387,85.2559009,10.30589041,6.494532485,683.5600889,30.48665067,55.86831353,5.878627301,20.54438382,3.530041012,0.31929326,4.165174711,0.54623837,2.989846315,0.460816718,0.883019885,0.193495635,1.554544513,0.348691107,3.922827875,1.322463796,33.61886668,16.46849792,4.453176444,19.61130763,8.272540994,,,,,AllowayMay2014,,,
Chaitén,Cha1,,,9J13S5-T2,13-05-6-05,,Cholgo,-42.07583333,-72.44861111,"Alloway et al., 2017a",https://doi.org/10.1016/j.quascirev.2017.05.011,Pyroclastic material,Micro Analytical,Glass shards,LA-ICP-MS,Outcrop,Cholgo,9J13S5-T2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.9342274,155.8129068,14.95314944,84.38940371,11.36957039,6.356455641,641.2363928,31.6371239,53.70808023,5.504866241,20.62030395,5.42232145,0.631005372,2.449683402,0.429179272,2.719939696,0.538583318,1.445818623,0.347639841,1.272603269,0.321304523,3.945517809,1.486005176,30.96205134,16.47553265,4.347623856,24.86016237,7.422391596,,,,,AllowayMay2014,,,
Chaitén,Cha1,,,9J13S5-T2,13-05-6-06,,Cholgo,-42.07583333,-72.44861111,"Alloway et al., 2017a",https://doi.org/10.1016/j.quascirev.2017.05.011,Pyroclastic material,Micro Analytical,Glass shards,LA-ICP-MS,Outcrop,Cholgo,9J13S5-T2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.4141587,147.9829735,13.76286903,78.75052487,11.2905984,6.113945349,628.8814146,29.22553957,50.22858171,5.767664857,17.73035667,3.853265223,0.469330303,2.876114728,0.349022095,2.897192049,0.538619013,0.828385311,0.320367041,1.925956195,0.19125088,3.481582467,1.134126196,31.52110991,15.05349687,4.183052295,15.1745609,6.974876094,,,,,AllowayMay2014,,,
Chaitén,Cha1,,,9J13S5-T2,13-05-6-07,,Cholgo,-42.07583333,-72.44861111,"Alloway et al., 2017a",https://doi.org/10.1016/j.quascirev.2017.05.011,Pyroclastic material,Micro Analytical,Glass shards,LA-ICP-MS,Outcrop,Cholgo,9J13S5-T2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.234147,140.4559952,13.53890236,77.59167886,10.22208589,6.489234585,597.6352046,27.43338628,48.89876113,4.625386296,20.13074215,2.54666955,0.503740317,3.476404,0.411945689,2.050051735,0.482017948,1.763882843,0.220546244,1.181851607,0.370755368,2.784512596,1.082398155,32.26948142,14.84978207,4.261125183,23.21220881,7.590591558,,,,,AllowayMay2014,,,
Chaitén,Cha1,,,9J13S5-T2,13-05-6-09,,Cholgo,-42.07583333,-72.44861111,"Alloway et al., 2017a",https://doi.org/10.1016/j.quascirev.2017.05.011,Pyroclastic material,Micro Analytical,Glass shards,LA-ICP-MS,Outcrop,Cholgo,9J13S5-T2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.9904203,160.7039053,14.38018495,92.44442409,12.04360631,6.328998576,704.5304967,30.67714258,55.84233282,5.809762907,18.65157599,3.415334713,0.886031038,2.342706672,0.185165844,1.887674342,0.369936563,1.170607525,0.335365416,1.438195692,0.153830313,2.794857161,1.263904342,34.59808052,16.62644235,4.295798308,21.33029792,7.675809198,,,,,AllowayMay2014,,,
Chaitén,Cha1,,,9J13S5-T2,13-05-6-10,,Cholgo,-42.07583333,-72.44861111,"Alloway et al., 2017a",https://doi.org/10.1016/j.quascirev.2017.05.011,Pyroclastic material,Micro Analytical,Glass shards,LA-ICP-MS,Outcrop,Cholgo,9J13S5-T2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.6840857,173.3046437,16.04542039,92.74616518,10.83506216,6.833188711,740.2908144,33.87175183,57.90081329,6.702368872,21.11535554,4.891048278,0.789075524,2.802611811,0.54426473,2.479523446,0.701283039,1.123105798,0.112389818,1.238736961,0.397903463,4.385596464,1.159529937,36.98458507,17.72191091,4.452582169,27.34378072,8.559818468,,,,,AllowayMay2014,,,
Chaitén,Cha1,,,9J13S5-T2,13-05-6-12,,Cholgo,-42.07583333,-72.44861111,"Alloway et al., 2017a",https://doi.org/10.1016/j.quascirev.2017.05.011,Pyroclastic material,Micro Analytical,Glass shards,LA-ICP-MS,Outcrop,Cholgo,9J13S5-T2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.5690332,146.622827,13.26384426,79.71739461,10.69409845,6.530563124,609.396994,28.84380845,50.39070606,4.844227965,19.40294791,3.486795058,0.368648157,2.478390168,0.336972261,2.26088256,0.302930084,0.903597199,0.189554747,1.732970644,0.289481875,3.208747071,1.180224631,34.56924835,14.23095025,4.587532208,16.64414141,7.45433521,,,,,AllowayMay2014,,,
Chaitén,Cha1,,,9J13S5-T2,13-05-6-13,,Cholgo,-42.07583333,-72.44861111,"Alloway et al., 2017a",https://doi.org/10.1016/j.quascirev.2017.05.011,Pyroclastic material,Micro Analytical,Glass shards,LA-ICP-MS,Outcrop,Cholgo,9J13S5-T2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.6548793,138.4313156,12.57881201,75.29651268,10.46518297,6.242576641,583.141911,27.74293519,49.11299984,4.787061214,17.37961722,2.894901012,0.652006488,4.326214435,0.313863762,2.437960862,0.533555304,1.441161191,0.251553187,1.39937237,0.175306234,2.841847009,0.857372907,34.47991503,13.87261818,4.339115323,19.82527009,7.194954249,,,,,AllowayMay2014,,,
Chaitén,Cha1,,,9J13S5-T2,13-05-6-14,,Cholgo,-42.07583333,-72.44861111,"Alloway et al., 2017a",https://doi.org/10.1016/j.quascirev.2017.05.011,Pyroclastic material,Micro Analytical,Glass shards,LA-ICP-MS,Outcrop,Cholgo,9J13S5-T2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.6181125,145.981925,12.50582897,79.09683423,9.677745185,6.977957749,608.5987093,27.76865832,51.73020106,4.878983041,18.85335114,4.012281485,0.658904183,3.51929514,0.423801803,2.144239086,0.648138139,1.067395534,0.197828114,1.509573062,0.123934633,2.401068265,1.097905743,34.03463638,13.98081729,4.94369348,18.39504097,8.173064357,,,,,AllowayMay2014,,,
